tchextuserid,classname,classcode,assignment1,assignment2,assignment3,assignment4,assignment5
tch_20200623-215505_329,class_20200623-215505_329,s4qm-CwX7,24afcd82-fe2c-4504-8d69-4fcf48db881b,0f648726-01b1-4149-b2ce-a0f2fa00e0b7,e1f36067-10e4-414e-a0e6-72ce237f7c2e,16e594b8-0830-41b0-b101-39cbf0654307,cf07bb67-4e28-4cbd-a6c0-5eefa4f0100d,
tch_20200623-215505_331,class_20200623-215505_331,hqGs-N32P,39a624ff-efc7-4c21-b6bd-dc16a08564d0,bfdf7db8-b8c3-4c37-b08a-d760571805c2,34e96b2b-a07b-4e7d-b408-d6911e8a2398,5987fa6c-441b-4f67-a70d-9749a30a353f,6ad712ff-c6da-4f81-b4fe-08c38a20c2ab,
tch_20200623-215505_330,class_20200623-215505_330,p9qd-2D38,18cae129-6be1-46c8-974f-bb73413c99cc,b9e01204-e1ad-4380-a64b-6aade217e2ef,3704e5a4-d9f8-4c44-96da-b06a713cd6d9,c0065ee1-c14b-4dc6-b90a-5ffe02c53417,a8127e11-735c-4484-9f52-db3a73cd5c3c,
tch_20200623-215505_333,class_20200623-215505_333,yY4f-6249,f86ff89d-ac05-4987-b488-b3488a15fb6d,9490c54f-3c07-46f8-8848-913b954f29f8,a72e03a9-e0ad-4b73-ac12-6a575c4eafad,0c4058df-2b53-4236-a582-cec2213f82d7,e300528f-d820-4bb0-977b-97bbe57aa89b,
tch_20200623-215505_332,class_20200623-215505_332,67o7-X3F3,93e6e683-5b38-4361-abb5-6bc2de9bd260,4255818e-b35c-4083-837e-b48df0043d91,90dbc547-0d94-4b9b-80c0-d432a63c7aaf,900b4fe8-de27-4b41-ad26-8bf22da27078,c1bb5be2-49d1-4979-9058-7ff374e1ada4,
tch_20200623-215505_334,class_20200623-215505_334,u682-UgLC,a8d5cad4-72c4-42d8-b21b-eb357d05d041,c4339715-f779-4632-8d1d-180a4d7d1ee4,97d9da4b-f587-4bbc-8f1a-294831bd7279,a7209642-ac9b-400a-acc7-790e9753a878,2f11c134-b63e-4fd2-8c19-544999f0e728,
tch_20200623-215505_335,class_20200623-215505_335,6A46-VL6L,546f26ca-627e-407c-a886-629b703c3db2,d45c98eb-5dd0-4050-b4e7-84d11dcf9963,44744199-ef36-4a44-950f-1d3626e99fd9,d4e4d7bd-e412-4d2c-b622-4c9177fa9cc2,5faae353-b8d4-4cbf-84e1-d24707f9d864,
tch_20200623-215505_338,class_20200623-215505_338,HoU7-uyJA,a691373a-202a-417a-9aac-5c386fbb7941,94852b12-d3df-400a-8e64-1c9f3f359b6a,c9de8a36-716a-49a0-82bd-2c381faf03d8,fe04cac5-7d74-4cc6-b230-ed40d91b0dea,7ba94a87-e59c-4093-9dd3-d8014ea6cafc,
tch_20200623-215505_337,class_20200623-215505_337,o4m8-672n,3fed3d66-7357-4556-b903-658831d915e4,40273386-a7cf-41d8-98bd-c97549463616,be041812-8737-4e24-8964-f8a86b0e9d38,d3e732cf-f37e-400e-b819-dbeae3d959a1,c61c48d3-1eda-4068-b019-a48faa8c7574,
tch_20200623-215505_336,class_20200623-215505_336,KjnQ-Xyn8,5cc2af3e-d392-4f82-ad77-13032a30bd96,055a9789-e0d7-4e5e-a556-ffce26a25d10,d510d65f-1226-4866-897c-2a127cc2b719,5d0b04c6-ae2b-4871-b348-5c37b9f50212,61db19f9-cfcf-4fd7-ab43-ac5ed1c38ed9,
tch_20200623-215505_339,class_20200623-215505_339,nf3B-gEV7,f0728556-56a1-4ac0-9f04-db472aba0d52,bc582392-bd8b-4d79-a128-2ed17331eaf4,48ffc294-cf0a-47d9-b03c-d2a4067eb862,cbdef273-d88e-4c86-b892-ae220da11857,f7ceaed4-9def-4bec-ae34-7ecacd012fc6,
tch_20200623-215505_340,class_20200623-215505_340,23hm-uK8V,a6c4c389-8107-4bef-a57f-5b77320068ba,ed18949e-53f7-4539-868e-8565cfe61cd6,fab459e9-48cc-46df-9957-838f99f995ca,480ead04-61a8-438c-b043-8d7c8fe202d6,af322560-3640-4192-83a2-21f8297d2d3b,
tch_20200623-215505_343,class_20200623-215505_343,vX8E-9BHD,33bfab35-6228-4dcf-956c-67b572f40af1,8c8d241b-ddb0-4389-8917-8997a626191c,734bb9f7-fe92-4b25-ac16-33e7cf9caddb,e3c086a9-caaa-4166-8642-f661a7179019,10a1787f-e82c-4901-99ff-2d045ac9172f,
tch_20200623-215505_341,class_20200623-215505_341,4H9a-6g49,0cdeb293-04a0-40f9-97cc-1594a705c667,c83242ab-f33a-458c-b82b-7eb003a4cfc9,1ce43c18-e19d-4b29-9abb-aafe8ac11a53,7250d404-befc-44e4-8703-bacea893530c,4c9b6c1e-0f22-42af-b97b-7abfb93f8a35,
tch_20200623-215505_342,class_20200623-215505_342,LV6n-9GcW,524ea5f6-afc3-4211-bf16-b563346c7535,e49c08e1-5d7d-4db0-9e84-da15fe682299,2d72b8c3-12a5-4b46-add1-c2734c91637f,543208bd-d647-467a-b954-dcaa90d05783,424ba948-a54d-4b00-a3f4-0522bd19ea2c,
tch_20200623-215505_344,class_20200623-215505_344,n49q-863T,71224061-8d56-4076-b8e7-16c2ed27bcef,53ae3a6e-5904-474f-9c70-ac374b71c444,c7bb5a26-a6b0-4e6f-acd8-93bf7b45999b,ca02810e-d602-4852-bf19-562261e0ba29,7dec529e-fdb9-4e59-ab7a-53a34affcfab,
tch_20200623-215505_345,class_20200623-215505_345,Er3i-Yo8o,abd8980d-d8ce-4034-81db-bb3d5383e6c8,7ef0f3f2-4ddd-4af1-8e1f-ce321ab058df,0ab68ec5-715f-4b75-beab-e0cd11e991eb,0151e186-083f-40c7-962e-01682ec97681,1d125f65-7149-4b11-8ddf-e19197768b02,
tch_20200623-215505_346,class_20200623-215505_346,Hzqz-h6bD,4225b618-50d3-4007-a50c-6a1c596fe804,ab2a64a1-84b7-43a3-b050-32d5316b7678,88187a95-53b6-4aed-95ae-02bb75a70bfc,64f834e9-ae30-46a5-89e7-94e3907b55e9,7bbcb8b3-dbca-45bb-a5a7-1ab55f33e290,
tch_20200623-215505_347,class_20200623-215505_347,zVsi-UJ32,fd76fc4b-4a1a-4f2a-97ea-4921bd27d14c,32ca4fcc-cd01-4c87-bfa4-527e07d7b206,82b6d25b-be31-43fa-802e-1c1d9df5d28e,8d8a0bb1-9fe3-4d64-bf7d-fd18d41fede1,c523898d-8cb4-44bb-9466-df2492785ba4,
tch_20200623-215505_348,class_20200623-215505_348,9mh4-ck8V,64269d00-e66f-481a-bfc7-81311b2cdd19,4dc205e2-e273-41b5-9d0e-ee4dd7fbe515,81994614-ef55-44d6-ae4f-ae6b612495d3,3a7954a0-0d0b-4e71-b36b-6b87a1ce170d,a9bfdb90-7728-4a65-8689-5a74fcc38ede,
tch_20200623-215505_352,class_20200623-215505_352,69u6-2R86,fd1a0d8e-6b08-4777-87e3-db9b1f62b548,882db8e0-53d6-4b24-92ea-b6785b5ddf0c,8d7ba14c-82ae-4577-98f8-db1fce265f4c,57742dc5-0e8f-4daf-89b0-4027a2d3a9ed,0989c290-4131-4723-a44d-62bf267ee604,
tch_20200623-215505_350,class_20200623-215505_350,DWv8-k6xq,b6066cf5-33fa-4ec5-8dfa-be284daa1fe2,dfa34d1f-7e18-4106-8a3e-274673af41a1,ea2ace57-c7f6-4159-bb59-2b233f841076,a62a78a9-c61d-469c-8733-f6fdf7fcbdee,e1466945-0a72-43f7-87d0-f567a67bc707,
tch_20200623-215505_351,class_20200623-215505_351,m94m-7VwQ,594ccd61-8833-4f00-aa93-7404ec63002a,2207eab7-7810-467b-9787-47b3b325d2e8,fc6e856f-caa9-4b35-8844-5c977d474119,0b00d017-4cc6-460f-8a31-b7d4f488079e,e6e955ce-76d3-4196-8747-cfd5e656b859,
tch_20200623-215505_349,class_20200623-215505_349,Fsk7-2k69,51b04d58-9357-49cb-b0c7-1bbaa86b43d5,50992d15-0138-4524-9fa2-95731e998c63,54215598-d440-4629-8323-f756556aeb47,afa00864-db9d-4ac2-af4c-ed96fe037c1e,c2543828-3ef5-478d-a212-96c5ca39b04f,
tch_20200623-215505_353,class_20200623-215505_353,q9R3-K4jH,21105589-776f-4395-8320-3d5e63d6630c,9f1777e0-5768-424f-a168-d68f9c8d00ca,40b5c1d1-e5a4-45fb-aa8f-992c549577cc,61685af9-bfe9-4f47-96f4-f7e5bc505ec4,a32ae3f7-81f8-4b03-b4c6-e20dcbb8f491,
tch_20200623-215505_354,class_20200623-215505_354,282g-ch89,d6f7954a-1737-4985-8761-622bf9e7365e,a2055b73-59ce-44b6-b7a3-fee8254bd704,3b3bcbe9-a622-465e-a3c7-d33b2e9a44b6,a3148cfc-4bac-4f24-b102-e94bf6ec4fea,205b4137-fa3a-4dca-8d3f-b9d46b34db90,
tch_20200623-215505_357,class_20200623-215505_357,pyRW-mD2r,8cc1d32b-774f-4361-bed4-5ad3aeed572f,fef85ac1-f7df-4404-8736-8918b897387b,369bcdb3-a411-45ce-8b43-823087f07c37,64b865ab-75d7-4f6c-aed9-e3b89df73661,b498e5e3-db56-4a05-8f74-c1e249e20002,
tch_20200623-215505_355,class_20200623-215505_355,xJCD-TrWG,7c185b33-bcfd-40a6-8c8a-c352ef239d61,72a7d4cc-6523-460e-981b-f89d3f6a86eb,ebe74e90-7346-423f-94b8-b43c29e44a17,862e1a54-c3d1-464a-a038-37b6431f2057,ea9906d8-9b40-453d-bb7f-4d2df03fc9e2,
tch_20200623-215505_356,class_20200623-215505_356,JXK8-eF73,0195652f-fbf7-4e50-97aa-192987137542,37fa4189-3e04-479e-85bf-e848af597c0b,f3d3a2bb-5f8b-49fa-8a54-0f557ed84780,972cede4-0a1b-4d82-a611-1e73bcfb3259,8e406b21-ab58-43b6-84ec-8ff56f983611,
tch_20200623-215505_359,class_20200623-215505_359,AfQM-ycNx,7b63f115-3ef6-43cd-b5f7-0cb43b9f7090,416c0d98-50bc-4833-9a3c-0c24f06a2368,79f6542a-d528-4aed-8e40-a74fe1ff7877,eee90aec-b725-4160-8b03-a5b132248106,38d3aa93-dd15-40a2-949f-97aca12d73fc,
tch_20200623-215505_358,class_20200623-215505_358,hPtV-8WqY,dd9b9feb-6379-45b2-9b3d-45de4bfdfae1,96b73104-c602-4e2d-9390-c28da6ddcce2,e45a768e-2bbb-437d-90c7-02d159970006,dafff5ef-dbbf-44e8-9927-be5ba3e429ac,f3aec776-9d3c-45ad-bc78-b91b22a16090,
tch_20200623-215505_362,class_20200623-215505_362,Vw2Y-2Gv4,137805f1-0c24-4111-b900-23af83435147,a25dd97a-d18c-4a0c-98a6-3e603e817f38,3206316d-1341-4602-93bd-a68742722ba4,ccb75a1d-13ca-4a18-b7fb-c74e718c21d9,4a0b429e-2ecb-451f-a9bb-a8b58fcc731c,
tch_20200623-215505_361,class_20200623-215505_361,d4T2-mTet,3eb4e9ee-2c62-452a-9606-dd638f7f891b,cad65e56-ae89-40e9-aa21-ca4169a9b53e,73b84032-b864-428b-a7e1-4f2192e4db02,6b3415df-22ff-4349-8fb8-c80b561f489c,34da2f88-4821-4f4a-9c66-80c4124018a3,
tch_20200623-215505_360,class_20200623-215505_360,aqGq-cMQ9,e0d2bcdf-d892-46e3-918c-20c4b9c09ff0,6a25a8fe-ff9c-4fa1-b228-55ad786e8e9b,01f61809-1a59-4acb-b981-8d1113d9c5c4,4ba020cc-6e84-48ed-91b1-07e6b650a813,1fda22c0-4693-4109-8585-f99a062371a0,
tch_20200623-215505_364,class_20200623-215505_364,7jYF-sFHj,4383f6e5-4ad9-4d25-b02b-8f2a5eb96a4e,6ba3a0e1-6539-476c-b324-e69369c67da1,6582baa7-bfa9-444d-b5b3-51eb90153558,4f49d382-d78e-45a2-a6fa-e6ef2cd7710c,2ce8b7ac-d86a-479b-b179-66e25b29fbed,
tch_20200623-215505_365,class_20200623-215505_365,e6JL-6KyE,9098732a-4b31-462b-babd-0c40179f25bd,f80c797c-8bf8-4f9e-bec4-d9407a053ae1,fae8e262-7314-4c10-adea-33c6d585ebdc,e8aa16e9-1ee2-4aa2-8c19-b5dbb85ab848,4f2717c9-19d6-4e18-8a78-2b3cc7ea1ea2,
tch_20200623-215505_363,class_20200623-215505_363,8xex-7R2E,a4146ae5-9b57-4254-b6a7-cc58e8e6caf1,b9e7e968-6f43-42f5-8c7b-c6108990e51e,368f52a0-2356-49da-ab9e-d995bfc88641,87798217-597d-4c72-855d-1cb59fa77b9b,1ef94f67-a66a-4b67-a1ce-014fcaf5f838,
tch_20200623-215505_367,class_20200623-215505_367,bHRz-aMnH,9af4cdb6-11fb-4198-b1e4-de9eae5e8de5,9328c2e3-e89f-415f-9355-78be480de981,08f3ad75-1a44-432e-9083-9d31a8196a4b,1a00cac5-d852-4523-ac17-7c5da0a20c47,c142ad2b-d889-4fd5-8570-6947f72448d2,
tch_20200623-215505_366,class_20200623-215505_366,Tv6k-47Rz,01647447-f7d1-414e-9023-77e84d06431d,678530f2-358b-41df-b6b3-fdff45aed922,023f5507-0980-4602-86ee-182e355620d0,742e729e-d22f-40e7-b5a0-4b3651925d1f,8890ed43-b5bc-43ac-8d88-e8a5f295bd10,
tch_20200623-215505_369,class_20200623-215505_369,p3od-aTkN,bbe999dd-1ebe-4712-9119-13d7a4ba914a,796f8a1b-3a78-4cdf-8938-93dd4321ef92,3c4a9085-25c1-4808-aefd-f17e701f1dab,f74a8003-bae7-4168-a53b-3d3e93f574b4,ded9463d-b123-4012-a5c2-7ffafb03683e,
tch_20200623-215505_368,class_20200623-215505_368,3Tg4-a8b8,e4f52fa6-4ccf-4fd3-94ed-aa8c2f8a67ec,1f21b007-6fc6-4991-8363-8c2d4fc0bad3,bee79785-df8e-4b46-8ccb-6254d8cc30d6,99a6b964-36e6-4b3f-87a6-acbfaf1f1b08,08f3a324-4a4f-41b5-84c0-02561cc136c9,
tch_20200623-215505_370,class_20200623-215505_370,62uc-sVTt,af82bd8d-573e-42c4-b341-f172c3a26021,8b9a454b-e409-4344-ab50-847fe32d4b1e,bf91cd9e-d18b-41fb-b295-55fefc43567f,1aa5b9ef-820a-4502-9a6a-57b95648aff3,a0aeadac-e619-480c-b54d-467bb8cb5793,
tch_20200623-215505_371,class_20200623-215505_371,9fr2-pb23,61cbbbfe-1fd6-4a14-8932-4baa90787e2a,e54ef49e-46be-4a88-a067-2a576bd8243c,2138181c-0012-4f4a-9ba2-59f1f9369490,edefbcff-ebd2-441f-8d54-937d639b5830,9341b691-f2e6-4758-ad49-e2b779d36491,
tch_20200623-215505_372,class_20200623-215505_372,UEf4-U2Aq,45ec276f-7812-44a3-909a-289819f378b7,153cbeda-8a14-4945-adaa-5f88d0af3e11,384c7600-6467-40a8-abd3-72388cf70671,1423fb3f-4dee-444c-bc08-2a307a8e2ba3,2ec2d5b0-872a-44b3-b61e-b668419bfaba,
tch_20200623-215505_373,class_20200623-215505_373,DMem-wB89,0793d0ab-6b0e-480f-8c69-72e41d5cec62,e8164362-66c0-4243-abd1-d40efb65b877,d15a39cc-89c7-4806-9a48-5fe12de980f4,0789b664-5f64-4467-90fc-0737c92ba6c4,1f059da3-32f7-4ee0-95b2-7458c87e006e,
tch_20200623-215505_375,class_20200623-215505_375,rkHq-cvzm,3b705603-eccc-484b-b652-5df9d74465f4,11c3c7cc-3383-461c-b835-da424820b006,bd4e4b69-e399-49cb-9ecb-949da013ae64,2a7b50ea-0dc1-497a-9c75-78d30dfb1d3c,bf2193ac-a7cc-4853-a15b-54509848a6c3,
tch_20200623-215505_374,class_20200623-215505_374,3zDK-49m9,a3c5ecd0-54f2-4efd-a215-732f1e4ee1ad,ccefc9ce-87b7-49ae-a8b3-8c43b91ae304,edcc9fd2-9b12-4843-b227-3f2dd6e2ec70,d8645f7a-a214-4969-be6a-502c583e35f0,5bccc3d0-67bd-4f54-9aad-a950cd785bd6,
tch_20200623-215505_377,class_20200623-215505_377,euBq-BURY,7e8cc1fe-da1f-435c-ba3c-f8e95e806950,aaff8ea2-db3b-4064-9777-bf16cfb7e8b6,f2383d3a-30a9-4be5-bde3-5a602f423a5c,b744d16b-635d-4a01-a98e-265f3dd78214,1900393f-cd8e-40c7-8293-98d5d91972c4,
tch_20200623-215505_379,class_20200623-215505_379,u294-29dt,f7e26361-4780-48d8-800a-16ebc5d70bb8,273abd7c-df17-4650-8a0a-eaacd098b20c,d02c0ebc-e39d-49b4-ad22-881a4178bc89,c3890498-4fa0-4df0-b149-12b9ad1e91e6,51f029ee-965e-4cff-aa5e-fca2dd85c2f2,
tch_20200623-215505_376,class_20200623-215505_376,rs6W-X4g7,3283819f-b3f7-40c8-9d2e-8fc09a1ea05d,91c9b2d1-3767-4a54-a5f7-18c41805003a,528e615b-0532-4178-8959-55fc8b56cf94,8870f7ec-2ed0-4fcf-bbf1-27e8f183cae6,03b36c50-7b12-4c93-9256-240f44869bda,
tch_20200623-215505_378,class_20200623-215505_378,6DMd-zRs3,efa02b0c-7b32-438b-ba2a-c9e0c30818ef,9a0f3c0a-c55d-49f7-a61e-ec243a524b65,d6fab05e-4894-43b1-bca4-6825d329a8a9,4f95e0d2-d497-4663-a3dc-49bc677306e7,f685ecf4-40e4-456b-a7aa-4cbb182c3aca,
tch_20200623-215505_380,class_20200623-215505_380,EAGM-mqhv,ee676911-cbfd-4714-856f-4351f1e80a03,160826fb-d4c6-412c-86a7-46aae9cfb1ce,6f268592-616e-4d71-bcea-6be6a07eed9f,ac0c47ce-b1d7-4f53-b55e-1aae8fdbc6d9,600d9939-fc84-44cc-8607-64208e8feeba,
tch_20200623-215505_383,class_20200623-215505_383,UTRG-3H4N,4d740ed1-5c9d-4fef-a8f3-e58da0dd7a7b,e82d0462-95fb-499c-9997-d5adc680e871,3f6b6f41-b675-4a23-b696-d6062f0c5c4d,5334234a-1705-4ed5-a04f-4e763140a4b7,eec07d5d-d3a0-4a8b-bf2d-29576dd940a5,
tch_20200623-215505_382,class_20200623-215505_382,Tt2j-gKt3,ece59193-3b87-4a62-95e6-b885e1563ede,afef42a4-bdfe-4111-a379-bd55b518cc05,6d68a1c6-62d2-4546-8b32-55c0f257fd27,cdf694e3-e05a-445c-a7f8-b84691be3125,0b46de2d-b0ce-418f-9f6b-166c643354d4,
tch_20200623-215505_384,class_20200623-215505_384,XUTH-e789,0bad2493-a868-496f-ad7c-678881998cf0,413b8c7e-f0e8-4852-9acb-826c7196c7d0,35ce2669-7afc-43ee-9746-61b8f4ce5144,d70a2360-1dfe-4871-9dd7-45d8b45e1471,40789ec3-94d3-4abd-98da-9bf177ea7240,
tch_20200623-215505_385,class_20200623-215505_385,ez6t-c92f,2ae5f484-435c-4a3c-8e34-e7419e886a55,968212c0-84d1-4331-a32f-ade2ba7b8eba,2fe7bb10-9fd4-401b-9b20-8e902772316e,62c7ede1-d185-4d3d-b387-f22e5ec4bdde,0593f073-3f1d-44a0-a7e5-ade08225d7a8,
tch_20200623-215505_381,class_20200623-215505_381,vq7z-r4qm,760a7200-31d1-44bf-a5f3-31a2e087b932,122436f4-5176-491c-a181-9430e43869cb,4c032496-1be2-4f91-94cc-e7604e6b4f6a,ddf0c20e-074f-4e72-a97d-6f8416fea3b1,365c4c3c-de04-46fc-9b12-755e960ec98b,
tch_20200623-215505_386,class_20200623-215505_386,P3o6-zRQ7,2a29b112-7bd9-4320-aa9a-a35ae3fe9700,0f6ca182-8c3c-4cc0-8457-9f69c90698ee,dd637538-0a92-46d2-9417-e85f7ce9273d,c6d79f73-9219-4827-923d-12fa3a1f96a8,da07598c-6278-4bc3-bdb6-0e64887fe339,
tch_20200623-215505_387,class_20200623-215505_387,e2n8-zc3p,41227b51-a519-49c0-9ab1-96469549eb7c,cd7c14e7-53e1-4701-9f22-9ec42a9ff96b,c3cd8d57-0740-4796-9ff5-fd7fadcf87ac,bf515c20-494e-4836-918d-6188c834b784,49c810c6-04d5-4b9b-aa66-ee344bf9bcbf,
tch_20200623-215505_390,class_20200623-215505_390,8yN3-uhJf,71ce4216-4cf2-4d20-9d90-2b1a9c93cebc,a6711a43-9276-4d6d-9f10-534e7894a692,bdcc9c52-72b1-47ac-8b4e-1a259bd287e6,21b28023-232c-4c48-ab9b-b39016bacfd7,c3a6024e-eb16-495c-9c13-5724fb6154dc,
tch_20200623-215505_389,class_20200623-215505_389,x6Qa-bJhC,5753e648-c781-4bc0-8325-b315985f9def,4a9cc4a6-5b9e-473c-b6c6-f4729ab11117,e8d5d6d6-cbeb-4d7e-98a4-c0e298a13d31,f13cd01d-4c3b-4538-9e64-c9cbedb766bc,ec2708d5-5315-4f3f-ac78-dd53b2c042af,
tch_20200623-215505_391,class_20200623-215505_391,cYtb-9g7i,fcaf490f-3b14-4328-8792-c5868dc1275a,ef4f075f-4db2-48b8-8d84-fab84ad46d96,55a1e005-a264-4340-8454-d4d4671b1871,9e27807a-8749-45b3-84cb-c22a63a0ccd5,ec5c7054-0ff7-4502-91d9-fc5f96d8e2e2,
tch_20200623-215505_388,class_20200623-215505_388,Ay8f-wnRT,b2d33cca-8f43-4f46-a85d-75442dfb9ceb,926de511-4f6c-4741-9204-f9434eb66161,ced3bb56-70b9-45c5-af4d-21264b99bbed,4e7e354b-4755-4d56-afb4-b0bb17ef4a50,1810afeb-1ab5-45f3-b32d-b9cf4a4465e6,
tch_20200623-215505_394,class_20200623-215505_394,84qX-23oN,7a20b5c8-66b6-4779-bf94-81ed6af2ccc2,a0cc8b4f-b755-4058-adb0-9fe75944a1bf,b0c24401-70ef-4f31-8922-f31d896cd73e,1b4b3182-b640-4f84-b0a2-a5a31885a63a,50ede41c-3b09-434a-9c64-1c92b0829f54,
tch_20200623-215505_392,class_20200623-215505_392,NC2C-Rmoq,cc2c040e-b82b-4b6d-87ad-dca36426d96a,98ff8d7d-a64b-4f76-9cdc-dde8c6416a40,04409ef2-5de8-4980-9ad4-77951b57d202,0a4b8818-389a-4b05-91c4-d0f9c4ad5fd2,b008b3aa-8bd3-4811-9f0c-b72e6164aa08,
tch_20200623-215505_393,class_20200623-215505_393,4KG6-eLUq,d9173d3e-5458-4365-bb25-ee30e6ddc325,3bacab45-af05-4db1-be4d-e82e6472cd66,6b4c0329-1651-4fdd-bda1-4432975ef306,dc98f964-14c9-4e74-9c6c-1876379ea983,0107ba43-d41d-459e-9235-284ccb54e1c1,
tch_20200623-215505_396,class_20200623-215505_396,VxNr-U93q,1c38db32-539a-4688-b46d-b237bcd1601e,0bfd8e47-2f9d-48c7-a08d-750696cc28b5,ed2dfe04-3079-419b-b7e0-efc8b2e0b6ef,4257d026-09a6-4a16-9d1f-e2c0151aac8e,208b6e47-acec-448f-b742-32da5a7332e2,
tch_20200623-215505_397,class_20200623-215505_397,94Re-NM93,f75db6b2-b8f2-42ba-921d-7357bf22e4a2,179ef1f6-0d8f-4013-bf8f-8e2cd03bc455,8f288b9d-051b-4c29-b611-dbf31695c452,9fe64fac-8d0e-4aa9-8808-d511f1040d75,8cd2decc-b133-4fc7-8a7f-397516aedeb1,
tch_20200623-215505_395,class_20200623-215505_395,x6WF-N6PG,ff769141-1320-4882-94b5-22964313fa15,e95342f4-5154-463b-8d83-0e8bda6aafe5,fa208583-afe7-45db-b5e8-db19eba6a027,3dc15d66-d8e6-434e-a4fb-e9fe46fc015f,56a9cdcc-e5a0-43eb-9afe-503a0bf742ef,
tch_20200623-215505_400,class_20200623-215505_400,D96P-3erk,5b16dcdd-321e-42a3-a424-cf446b9d8edc,c433320c-cbe2-456c-9f74-92f094658ba5,7f4e0bdf-e5a1-4c5f-b4a5-c65ff2641104,77eead20-d3e0-495a-9928-1d68cf190996,889dcfb8-8e0e-4bc9-8271-5c390647002e,
tch_20200623-215505_398,class_20200623-215505_398,iJny-HLGm,59c6ef73-2dac-451f-b521-d90c4f34048d,7c1f374b-9725-45a9-8143-6cc084d5725e,e9a5243d-8c6c-40c2-b741-cf470fc465a9,f07c52e7-89fb-438c-b4ba-c01bd9bf2ae0,2f7df753-1c1e-4d6e-8ef6-74e9aaa86ba8,
tch_20200623-215505_399,class_20200623-215505_399,QA92-hmGT,3a1f676d-9ab8-4276-922c-3c8ccdbb7271,90940dde-761a-4bca-8130-565719cb2b2d,5241fcaf-c2db-4d2c-98ff-7fc6abb30833,916d9639-f405-4983-947e-fbe8755840af,0e646985-08d5-451f-baed-ae1c7b2f6cbe,
tch_20200623-215505_402,class_20200623-215505_402,tum2-RjaN,e0c2bcce-2079-4a22-9e67-5373607ad6b8,b35710eb-d149-408e-9a71-c80143bd6f15,951d1839-9cee-40fd-b820-14485d80f8fa,9ace80de-9f8a-4fd6-b2a4-61844e6da720,ddbe106c-c002-4cee-af8c-039d4f439e12,
tch_20200623-215505_401,class_20200623-215505_401,b9n6-oHt4,6fb18d58-c311-44ea-b133-07da5e84ee43,e0cefbe0-55e8-4401-aa25-a3af8a1760cf,d443006e-6208-413d-ac6d-9a6b95d3364b,8e905c35-c152-4fcd-b9bf-3effe3f6258f,f8a0022e-9c9a-4b3d-ac14-3e0cbbcf8d77,
tch_20200623-215505_403,class_20200623-215505_403,KD69-2NcK,75198715-3e82-427e-a096-1672c0f11671,c294ba60-289d-4c56-bf2e-738553408f5a,abbd6022-8fc2-47bd-ad74-64539f741663,b021ee60-fb10-44e7-84fc-082524bee025,1c1fbd98-3c61-4ef7-8b65-79aea8538990,
tch_20200623-215505_404,class_20200623-215505_404,TuY8-Lux8,9c2e5ada-853f-4b6f-b474-150d877a0f7a,470cf84b-4e20-471b-9982-a52d36b6ffb5,2b124080-4ea2-4bac-a6a9-4dd24023d0a9,d75cf006-a8c8-4272-9f61-42c5d086dd19,0270edae-2d90-4742-908c-690dd9c27655,
tch_20200623-215505_407,class_20200623-215505_407,347V-tDFu,85415189-162a-4af1-ae85-46a2c3441d38,cc8fdc67-0a3d-407d-8d83-318d8766806d,34c25a16-48f7-4374-9647-bfb4791be5b1,3e577832-98c1-4b83-b50e-a601cba803c9,eae4a62e-5fb8-4642-b7f9-8abe61bb0b8b,
tch_20200623-215505_405,class_20200623-215505_405,cEWV-9T7D,f581335b-0c0e-4ea0-9ec8-d04e8dae399f,99706a54-871e-4a44-9b29-ec86c407eb46,26063201-7474-4a9b-86ba-6b0a18462256,5701e853-3d0e-4d00-bbee-f39d143bd8bf,f53f6e2b-69a6-48aa-8a94-25991919c6ad,
tch_20200623-215505_408,class_20200623-215505_408,3Gm2-ZqX2,d7272a96-0da3-41b7-9143-20ca41caec14,ed8c3504-6f60-4110-9fd1-0b19e3e51b8d,8670fad1-2a9a-4908-8070-6a400feecb2d,1f048633-7f81-44e1-9a28-e51a3751fb34,86c3a34f-6b6e-42b6-a4d3-845e91f820b9,
tch_20200623-215505_406,class_20200623-215505_406,NW9G-P4xt,b2494c98-075d-467d-8353-44f0318942f0,b6819b60-04d1-4a06-8f81-c004f29ca231,8f92134e-dd81-4715-84cb-71ad9297c77f,9abd773b-4ebe-497f-b2c2-b83035060b96,abfe544c-81f5-41ca-be12-7192f11e57f7,
tch_20200623-215505_409,class_20200623-215505_409,7Gv3-yxdQ,e921ac15-fce3-462c-a802-198e545b3693,c343bca6-46bd-49e2-b85d-0dd20ff90227,bd700e89-615d-458d-bccb-63280238b704,095f8e06-9308-4b11-9969-7c0ecf4f7762,f3e55d7f-5094-4e1a-9dde-8fd56ab43ab2,
tch_20200623-215505_410,class_20200623-215505_410,Bm9v-2aqJ,6fb4e2e0-d77e-41d2-a1af-1567fae49cd2,96a81e4d-67e3-4f1d-9106-ecd1a62687db,aef3faa5-eac1-477d-a139-795e0e5e210c,5dcac57c-b37b-44e7-b5a3-525a4e6474bb,d22ddd79-5ce9-401e-840e-b72880edc3b4,
